level,label,bucket,reason,n_occurrences,n_trials,example_nct,parser_rules_version
class,Adolescent Sex,,unrecognized,2,2,NCT03818711,parsers.R@2026-08-17 / outcomes@2026-09-10
class,All participants,,unrecognized,2,2,NCT02542293,parsers.R@2026-08-17 / outcomes@2026-09-10
class,All patients,,unrecognized,2,2,NCT04561778,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Another identity,gender_diverse,mapped,2,2,NCT04597190,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Any STI,,unrecognized,2,2,NCT01836445,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Baseline (12 months),,unrecognized,2,2,NCT05423756,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Bisexual Males,,sexual_orientation,2,2,NCT05161689,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Boy/Man,male,mapped,2,2,NCT05376358,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Boys,male,mapped,2,2,NCT06017050,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Care Partners,,unrecognized,2,2,NCT02328326,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Care partners,,unrecognized,2,2,NCT04621448,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Caregiver Gender,,unrecognized,2,2,NCT03740113,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Caregiver Participants,,unrecognized,2,2,NCT03773757,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Caregiver Sex Demographics,,unrecognized,2,2,NCT04506437,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Caregiver sex,,unrecognized,2,2,NCT04528732,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Child Female,female,mapped,2,2,NCT06408818,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Child Male,male,mapped,2,2,NCT06408818,parsers.R@2026-08-17 / outcomes@2026-09-10
class,China,,unrecognized,2,2,NCT03434379,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Choose not to disclose,unknown,mapped,2,2,NCT05142618,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Chose not to answer,unknown,mapped,2,2,NCT06268730,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Cisgender Female,ambiguous,mapped,2,2,NCT06094647,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Cisgender Man,ambiguous,mapped,2,2,NCT05512949,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Cisgender Man,ambiguous,mapped,2,2,NCT03464422,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Cisgender male,ambiguous,mapped,2,2,NCT04797221,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Cisgender man or boy,ambiguous,mapped,2,2,NCT05140421,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Cisgender woman or girl,ambiguous,mapped,2,2,NCT05140421,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Cisgender women,ambiguous,mapped,2,2,NCT04878328,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Clinicians,,structural_or_group,2,2,NCT03885232,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Decline to answer,unknown,mapped,2,2,NCT02870101,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Declined to respond,unknown,mapped,2,2,NCT05533190,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Did not answer,unknown,mapped,2,2,NCT05421754,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Different Identity,gender_diverse,mapped,2,2,NCT03715426,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Different identity,gender_diverse,mapped,2,2,NCT05372913,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Different identity,gender_diverse,mapped,2,2,NCT05906784,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Enrolled,,unrecognized,2,2,NCT02768727,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Expansion Phase,,unrecognized,2,2,NCT01693562,parsers.R@2026-08-17 / outcomes@2026-09-10
category,F-F,,unrecognized,2,2,NCT02793544,parsers.R@2026-08-17 / outcomes@2026-09-10
category,F-M,,unrecognized,2,2,NCT02793544,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Father,,structural_or_group,2,2,NCT03797898,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Female (at birth),female,mapped,3,2,NCT05875974,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"Female Donor, Female Recipient",female,mapped,2,2,NCT01106833,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"Female Donor, Male Recipient",female,mapped,2,2,NCT01106833,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female gender,female,mapped,2,2,NCT06331403,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female patients,female,mapped,2,2,NCT05627596,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female sex,female,mapped,2,2,NCT04755283,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female to Male Transgender,ambiguous,mapped,2,2,NCT04672798,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Full Analysis Set,,unrecognized,2,2,NCT03487445,parsers.R@2026-08-17 / outcomes@2026-09-10
class,GA28948 & GA28949 Pooled Population,,unrecognized,2,2,NCT02171429,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gay or Lesbian,,sexual_orientation,2,2,NCT03316911,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gay or lesbian,,sexual_orientation,2,2,NCT05897827,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Gay/Homosexual,,sexual_orientation,2,2,NCT03213366,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Gender Fluid,gender_diverse,mapped,2,2,NCT04757649,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gender Identification,,unrecognized,2,2,NCT04276935,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gender Identity : Other,gender_diverse,mapped,2,2,NCT05462652,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Gender Non-Conforming,gender_diverse,mapped,2,2,NCT04757649,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gender Nonconforming,gender_diverse,mapped,2,2,NCT05080426,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gender Nonconforming/Gender Variant,gender_diverse,mapped,2,2,NCT04692077,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Gender Nonconforming/Gender Variant,gender_diverse,mapped,2,2,NCT04047420,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Gender fluid,gender_diverse,mapped,2,2,NCT03954535,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Gender nonconforming,gender_diverse,mapped,2,2,NCT06487390,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gender queer,gender_diverse,mapped,2,2,NCT01327651,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Gender unknown,unknown,mapped,2,2,NCT03225170,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Genderfluid,gender_diverse,mapped,2,2,NCT04317274,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Genderqueer/Gender Nonconforming,gender_diverse,mapped,2,2,NCT03316911,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Girl/Woman,female,mapped,2,2,NCT05376358,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Girls,female,mapped,2,2,NCT06017050,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Global,,unrecognized,2,2,NCT03434379,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Healthcare Workers,,unrecognized,2,2,NCT04088656,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Heterosexual/Straight,,sexual_orientation,2,2,NCT03213366,parsers.R@2026-08-17 / outcomes@2026-09-10
class,ITT Population,,unrecognized,2,2,NCT03622593,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Identified Patient,,unrecognized,2,2,NCT03846505,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Induction Phase,,unrecognized,2,2,NCT02394028,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Infant sex,,unrecognized,2,2,NCT02901665,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Initial Treatment,,unrecognized,2,2,NCT03108495,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Intervention (12 months),,unrecognized,2,2,NCT05423756,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Kappa FLC Subtype,,unrecognized,2,2,NCT04504825,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Lambda FLC Subtype,,unrecognized,2,2,NCT04504825,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Lesbian or Gay,,sexual_orientation,2,2,NCT02459769,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Lesbian or gay,,sexual_orientation,2,2,NCT05512949,parsers.R@2026-08-17 / outcomes@2026-09-10
category,M-F,,unrecognized,2,2,NCT02793544,parsers.R@2026-08-17 / outcomes@2026-09-10
category,M-M,,unrecognized,2,2,NCT02793544,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Main,,unrecognized,2,2,NCT02333071,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Main Study Phase,,unrecognized,2,2,NCT03970733,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Male (at birth),male,mapped,3,2,NCT05875974,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"Male Donor, Female Recipient",female,mapped,2,2,NCT01106833,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"Male Donor, Male Recipient",male,mapped,2,2,NCT01106833,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male Gender,male,mapped,2,2,NCT02067039,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male gender,male,mapped,2,2,NCT01053741,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Male only,male,mapped,2,2,NCT04550221,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male patients,male,mapped,2,2,NCT05627596,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male to Female Transgender,ambiguous,mapped,2,2,NCT03003403,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male/Female,female,mapped,2,2,NCT00916305,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Males who have sex with Men,male,mapped,2,2,NCT05161689,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Men who have sex with men,male,mapped,2,2,NCT00924898,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Mild,,unrecognized,2,2,NCT00276094,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Missing Data,unknown,mapped,2,2,NCT03523962,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Missing value,unknown,mapped,2,2,NCT01663636,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Missing/Unknown,unknown,mapped,2,2,NCT03959241,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Moderate,,unrecognized,3,2,NCT00276094,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Multiple,,structural_or_group,2,2,NCT04811664,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Neonatal Sex,,unrecognized,2,2,NCT03631940,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Never,,unrecognized,2,2,NCT05396014,parsers.R@2026-08-17 / outcomes@2026-09-10
class,No data,unknown,mapped,2,2,NCT03281200,parsers.R@2026-08-17 / outcomes@2026-09-10
category,No response,unknown,mapped,2,2,NCT03808883,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non Binary,gender_diverse,mapped,2,2,NCT04088097,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non binary,gender_diverse,mapped,2,2,NCT04233372,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-Binary/Other,gender_diverse,mapped,2,2,NCT04567888,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Non-binary or other,gender_diverse,mapped,2,2,NCT05227027,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-binary/ Queer,gender_diverse,mapped,2,2,NCT04000399,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-binary/Gender Diverse,gender_diverse,mapped,2,2,NCT05521321,parsers.R@2026-08-17 / outcomes@2026-09-10
category,None,,unrecognized,2,2,NCT03500172,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not available,unknown,mapped,2,2,NCT00770289,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Not collected,unknown,mapped,2,2,NCT01272999,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Number Prefer not to Answer,unknown,mapped,2,2,NCT04166591,parsers.R@2026-08-17 / outcomes@2026-09-10
class,OLE,,unrecognized,2,2,NCT02333071,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other Sexual Orientation,gender_diverse,mapped,2,2,NCT04757649,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Other or unknown,unknown,mapped,2,2,NCT04939519,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Other/Unknown,unknown,mapped,2,2,NCT04228965,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Overall (All Randomized Participants),,unrecognized,2,2,NCT04504825,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Overall Study,,unrecognized,2,2,NCT04104022,parsers.R@2026-08-17 / outcomes@2026-09-10
class,PP,,unrecognized,2,2,NCT06403605,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent gender,,unrecognized,2,2,NCT01816074,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parent participants,,unrecognized,2,2,NCT03766906,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Parents/Caregivers,,unrecognized,2,2,NCT03388294,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part I,,unrecognized,2,2,NCT02159066,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Part II,,unrecognized,2,2,NCT02159066,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Participants with dementia,,unrecognized,2,2,NCT04621448,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Partners,,unrecognized,2,2,NCT02240485,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Patient Participants,,unrecognized,2,2,NCT02328326,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Per Protocol Set,,unrecognized,2,2,NCT03487445,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Phase 1b,,unrecognized,2,2,NCT02795988,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Physician,,unrecognized,2,2,NCT03658642,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Prefer not to Answer,unknown,mapped,2,2,NCT03653390,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Prefer to self-describe,gender_diverse,mapped,2,2,NCT04330365,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Preschoolers,,unrecognized,2,2,NCT04164277,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Questioning,gender_diverse,mapped,2,2,NCT03242954,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Questioning or unsure,unknown,mapped,2,2,NCT04958694,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Refused,unknown,mapped,2,2,NCT03683173,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Refused to answer,unknown,mapped,2,2,NCT03624972,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Refused/Missing,unknown,mapped,2,2,NCT05819086,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Reported Gender,,unrecognized,2,2,NCT03565497,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Retreatment,,unrecognized,2,2,NCT03108495,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Severe,,unrecognized,3,2,NCT00276094,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex Data for Participants Enrolled in Study mRNA-1273-P301,,unrecognized,2,2,NCT04796896,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex of Child,,unrecognized,2,2,NCT03575884,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex of Parent,,unrecognized,2,2,NCT03575884,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Sex, Male",male,mapped,2,2,NCT04660331,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Sex, female",female,mapped,2,2,NCT02572323,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Sex, male",male,mapped,2,2,NCT02572323,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Sex, n",,unrecognized,2,2,NCT01380990,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sex/gender unknown,unknown,mapped,2,2,NCT06046872,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sexual desire,,unrecognized,2,2,NCT00351819,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Sexual satisfaction,,unrecognized,2,2,NCT00512707,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Significant other,gender_diverse,mapped,2,2,NCT06756113,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Something else,gender_diverse,mapped,2,2,NCT04762537,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Sometimes,,unrecognized,2,2,NCT05396014,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Straight or Heterosexual,,sexual_orientation,2,2,NCT03313310,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Straight or Heterosexual,,sexual_orientation,2,2,NCT04278586,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Substudy,,unrecognized,2,2,NCT05375929,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Survivors,,unrecognized,2,2,NCT06517394,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Teens,,unrecognized,2,2,NCT04317664,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Trans,gender_diverse,mapped,2,2,NCT05521906,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Trans Female/Trans Woman,ambiguous,mapped,2,2,NCT03316911,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Trans Male/Trans Man,ambiguous,mapped,2,2,NCT03316911,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Trans Man,ambiguous,mapped,2,2,NCT04757649,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Trans Woman,ambiguous,mapped,2,2,NCT04757649,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Trans female,ambiguous,mapped,2,2,NCT03838510,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Transgender (Female to Male),ambiguous,mapped,2,2,NCT02567266,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Transgender Man,ambiguous,mapped,2,2,NCT03464422,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Transgender Men,ambiguous,mapped,4,2,NCT04620668,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Transgender Spectrum,gender_diverse,mapped,2,2,NCT03512210,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Transgender Woman,ambiguous,mapped,2,2,NCT04811664,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Transgender Women,ambiguous,mapped,2,2,NCT04597190,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Transgender Women,ambiguous,mapped,4,2,NCT04977583,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Transgender male,ambiguous,mapped,2,2,NCT04974580,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Transgender man,ambiguous,mapped,2,2,NCT04408469,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Transgender women,ambiguous,mapped,2,2,NCT04050371,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Transgender/Other,gender_diverse,mapped,2,2,NCT05467982,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Transgender/non-binary,gender_diverse,mapped,2,2,NCT05180539,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Transwoman,gender_diverse,mapped,2,2,NCT04269434,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Treatment-Naive Population,,unrecognized,2,2,NCT03622593,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Two-spirit,gender_diverse,mapped,2,2,NCT03751020,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Undecided,,unrecognized,2,2,NCT03308097,parsers.R@2026-08-17 / outcomes@2026-09-10
class,United States,,unrecognized,2,2,NCT04924660,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Unknown gender,unknown,mapped,2,2,NCT00426166,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Unknown/Unreported,unknown,mapped,2,2,NCT05305443,parsers.R@2026-08-17 / outcomes@2026-09-10
class,White,,structural_or_group,2,2,NCT01316887,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Youth Sex Demographics,,unrecognized,2,2,NCT04506437,parsers.R@2026-08-17 / outcomes@2026-09-10
class,adolescents,,unrecognized,2,2,NCT02693665,parsers.R@2026-08-17 / outcomes@2026-09-10
class,any gender,,structural_or_group,2,2,NCT00138073,parsers.R@2026-08-17 / outcomes@2026-09-10
class,cisgender man,ambiguous,mapped,2,2,NCT05471349,parsers.R@2026-08-17 / outcomes@2026-09-10
class,females,female,mapped,2,2,NCT01280617,parsers.R@2026-08-17 / outcomes@2026-09-10
class,men,male,mapped,2,2,NCT05199467,parsers.R@2026-08-17 / outcomes@2026-09-10
class,non-binary,gender_diverse,mapped,2,2,NCT04602741,parsers.R@2026-08-17 / outcomes@2026-09-10
category,not reported,unknown,mapped,2,2,NCT03898063,parsers.R@2026-08-17 / outcomes@2026-09-10
class,number of participants,,structural_or_group,2,2,NCT01196533,parsers.R@2026-08-17 / outcomes@2026-09-10
category,other,gender_diverse,mapped,2,2,NCT04573972,parsers.R@2026-08-17 / outcomes@2026-09-10
class,patients,,structural_or_group,2,2,NCT03046121,parsers.R@2026-08-17 / outcomes@2026-09-10
class,transgender woman,ambiguous,mapped,2,2,NCT05471349,parsers.R@2026-08-17 / outcomes@2026-09-10
class,unreported,unknown,mapped,2,2,NCT00684320,parsers.R@2026-08-17 / outcomes@2026-09-10
class,women,female,mapped,2,2,NCT01722097,parsers.R@2026-08-17 / outcomes@2026-09-10
class,% Female Sex,female,mapped,1,1,NCT01868334,parsers.R@2026-08-17 / outcomes@2026-09-10
category,0,,unrecognized,1,1,NCT00865566,parsers.R@2026-08-17 / outcomes@2026-09-10
